"","Year","Location","Average_Income_from_All_Sources_collected","Median_Income_from_All_Sources_collected","Number_of_households","Scene","Offence","Measure","Value","Flags"
"2770",2001,"Southern District",1042,850,30.3,"Total Scene","Homicide and related offences","Recorded",9,NA
"2771",2001,"Southern District",1042,850,30.3,"Total Scene","Acts intended to cause injury","Recorded",2054,NA
"2772",2001,"Southern District",1042,850,30.3,"Total Scene","Sexual assault and related offences","Recorded",136,NA
"2773",2001,"Southern District",1042,850,30.3,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",132,NA
"2774",2001,"Southern District",1042,850,30.3,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",856,NA
"2775",2001,"Southern District",1042,850,30.3,"Total Scene","Robbery, extortion and related offences","Recorded",44,NA
"2776",2001,"Southern District",1042,850,30.3,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",2465,NA
"2777",2001,"Southern District",1042,850,30.3,"Total Scene","Theft and related offences","Recorded",10677,NA
"2778",2001,"Southern District",1042,850,30.3,"Total Scene","Fraud, deception and related offences","Recorded",1203,NA
"2779",2001,"Southern District",1042,850,30.3,"Total Scene","Illicit drug offences","Recorded",1621,NA
"2780",2001,"Southern District",1042,850,30.3,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",367,NA
"2781",2001,"Southern District",1042,850,30.3,"Total Scene","Property damage and environmental pollution","Recorded",5098,NA
"2782",2001,"Southern District",1042,850,30.3,"Total Scene","Public order offences","Recorded",2923,NA
"2783",2001,"Southern District",1042,850,30.3,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",957,NA
"2784",2001,"Southern District",1042,850,30.3,"Total Scene","Miscellaneous offences","Recorded",162,NA
"2785",2002,"Southern District",1011,895,30.3,"Total Scene","Total Offences","Recorded",30749,NA
"2786",2002,"Southern District",1011,895,30.3,"Total Scene","Homicide and related offences","Recorded",3,NA
"2787",2002,"Southern District",1011,895,30.3,"Total Scene","Acts intended to cause injury","Recorded",2225,NA
"2788",2002,"Southern District",1011,895,30.3,"Total Scene","Sexual assault and related offences","Recorded",180,NA
"2789",2002,"Southern District",1011,895,30.3,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",122,NA
"2790",2002,"Southern District",1011,895,30.3,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",876,NA
"2791",2002,"Southern District",1011,895,30.3,"Total Scene","Robbery, extortion and related offences","Recorded",51,NA
"2792",2002,"Southern District",1011,895,30.3,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",2615,NA
"2793",2002,"Southern District",1011,895,30.3,"Total Scene","Theft and related offences","Recorded",10534,NA
"2794",2002,"Southern District",1011,895,30.3,"Total Scene","Fraud, deception and related offences","Recorded",1360,NA
"2795",2002,"Southern District",1011,895,30.3,"Total Scene","Illicit drug offences","Recorded",1979,NA
"2796",2002,"Southern District",1011,895,30.3,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",420,NA
"2797",2002,"Southern District",1011,895,30.3,"Total Scene","Property damage and environmental pollution","Recorded",5529,NA
"2798",2002,"Southern District",1011,895,30.3,"Total Scene","Public order offences","Recorded",3596,NA
"2799",2002,"Southern District",1011,895,30.3,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1067,NA
"2800",2002,"Southern District",1011,895,30.3,"Total Scene","Miscellaneous offences","Recorded",192,NA
"2801",2003,"Southern District",1137,936,30.5,"Total Scene","Total Offences","Recorded",31859,NA
"2802",2003,"Southern District",1137,936,30.5,"Total Scene","Homicide and related offences","Recorded",5,NA
"2803",2003,"Southern District",1137,936,30.5,"Total Scene","Acts intended to cause injury","Recorded",2343,NA
"2804",2003,"Southern District",1137,936,30.5,"Total Scene","Sexual assault and related offences","Recorded",157,NA
"2805",2003,"Southern District",1137,936,30.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",161,NA
"2806",2003,"Southern District",1137,936,30.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",871,NA
"2807",2003,"Southern District",1137,936,30.5,"Total Scene","Robbery, extortion and related offences","Recorded",71,NA
"2808",2003,"Southern District",1137,936,30.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",2415,NA
"2809",2003,"Southern District",1137,936,30.5,"Total Scene","Theft and related offences","Recorded",10652,NA
"2810",2003,"Southern District",1137,936,30.5,"Total Scene","Fraud, deception and related offences","Recorded",1097,NA
"2811",2003,"Southern District",1137,936,30.5,"Total Scene","Illicit drug offences","Recorded",2088,NA
"2812",2003,"Southern District",1137,936,30.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",449,NA
"2813",2003,"Southern District",1137,936,30.5,"Total Scene","Property damage and environmental pollution","Recorded",5807,NA
"2814",2003,"Southern District",1137,936,30.5,"Total Scene","Public order offences","Recorded",4195,NA
"2815",2003,"Southern District",1137,936,30.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1142,NA
"2816",2003,"Southern District",1137,936,30.5,"Total Scene","Miscellaneous offences","Recorded",406,NA
"2817",2004,"Southern District",1048,900,31.5,"Total Scene","Total Offences","Recorded",28677,NA
"2818",2004,"Southern District",1048,900,31.5,"Total Scene","Homicide and related offences","Recorded",5,NA
"2819",2004,"Southern District",1048,900,31.5,"Total Scene","Acts intended to cause injury","Recorded",2377,NA
"2820",2004,"Southern District",1048,900,31.5,"Total Scene","Sexual assault and related offences","Recorded",169,NA
"2821",2004,"Southern District",1048,900,31.5,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",99,NA
"2822",2004,"Southern District",1048,900,31.5,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",948,NA
"2823",2004,"Southern District",1048,900,31.5,"Total Scene","Robbery, extortion and related offences","Recorded",59,NA
"2824",2004,"Southern District",1048,900,31.5,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",2231,NA
"2825",2004,"Southern District",1048,900,31.5,"Total Scene","Theft and related offences","Recorded",8817,NA
"2826",2004,"Southern District",1048,900,31.5,"Total Scene","Fraud, deception and related offences","Recorded",1081,NA
"2827",2004,"Southern District",1048,900,31.5,"Total Scene","Illicit drug offences","Recorded",1540,NA
"2828",2004,"Southern District",1048,900,31.5,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",387,NA
"2829",2004,"Southern District",1048,900,31.5,"Total Scene","Property damage and environmental pollution","Recorded",5249,NA
"2830",2004,"Southern District",1048,900,31.5,"Total Scene","Public order offences","Recorded",4260,NA
"2831",2004,"Southern District",1048,900,31.5,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1265,NA
"2832",2004,"Southern District",1048,900,31.5,"Total Scene","Miscellaneous offences","Recorded",190,NA
"2833",2005,"Southern District",1118,960,32,"Total Scene","Total Offences","Recorded",29103,NA
"2834",2005,"Southern District",1118,960,32,"Total Scene","Homicide and related offences","Recorded",1,NA
"2835",2005,"Southern District",1118,960,32,"Total Scene","Acts intended to cause injury","Recorded",2309,NA
"2836",2005,"Southern District",1118,960,32,"Total Scene","Sexual assault and related offences","Recorded",169,NA
"2837",2005,"Southern District",1118,960,32,"Total Scene","Dangerous or negligent acts endangering persons","Recorded",78,NA
"2838",2005,"Southern District",1118,960,32,"Total Scene","Abduction, harassment and other related offences against a person","Recorded",964,NA
"2839",2005,"Southern District",1118,960,32,"Total Scene","Robbery, extortion and related offences","Recorded",55,NA
"2840",2005,"Southern District",1118,960,32,"Total Scene","Unlawful entry with intent/burglary, break and enter","Recorded",2478,NA
"2841",2005,"Southern District",1118,960,32,"Total Scene","Theft and related offences","Recorded",8804,NA
"2842",2005,"Southern District",1118,960,32,"Total Scene","Fraud, deception and related offences","Recorded",797,NA
"2843",2005,"Southern District",1118,960,32,"Total Scene","Illicit drug offences","Recorded",1715,NA
"2844",2005,"Southern District",1118,960,32,"Total Scene","Prohibited and regulated weapons and explosives offences","Recorded",469,NA
"2845",2005,"Southern District",1118,960,32,"Total Scene","Property damage and environmental pollution","Recorded",5936,NA
"2846",2005,"Southern District",1118,960,32,"Total Scene","Public order offences","Recorded",3894,NA
"2847",2005,"Southern District",1118,960,32,"Total Scene","Offences against justice procedures, government security and government operations","Recorded",1276,NA
"2848",2005,"Southern District",1118,960,32,"Total Scene","Miscellaneous offences","Recorded",158,NA
