"","Location","Scene","Offence","Year","Measure","Value","Flags"
"3893","Southern District","Total Scene","Fraud, deception and related offences",2002,"Recorded",1360,NA
"3894","Southern District","Total Scene","Fraud, deception and related offences",2003,"Recorded",1097,NA
"3895","Southern District","Total Scene","Fraud, deception and related offences",2004,"Recorded",1081,NA
"3896","Southern District","Total Scene","Fraud, deception and related offences",2005,"Recorded",797,NA
"3897","Southern District","Total Scene","Fraud, deception and related offences",2006,"Recorded",1040,NA
"3898","Southern District","Total Scene","Fraud, deception and related offences",2007,"Recorded",622,NA
"3899","Southern District","Total Scene","Fraud, deception and related offences",2008,"Recorded",962,NA
"3900","Southern District","Total Scene","Fraud, deception and related offences",2009,"Recorded",692,NA
"3901","Southern District","Total Scene","Fraud, deception and related offences",2010,"Recorded",667,NA
"3902","Southern District","Total Scene","Fraud, deception and related offences",2011,"Recorded",598,NA
"3903","Southern District","Total Scene","Fraud, deception and related offences",2012,"Recorded",746,NA
"3904","Southern District","Total Scene","Fraud, deception and related offences",2013,"Recorded",604,NA
"3905","Southern District","Total Scene","Fraud, deception and related offences",2014,"Recorded",572,NA
"3906","Southern District","Total Scene","Illicit drug offences",1994,"Recorded",1856,NA
"3907","Southern District","Total Scene","Illicit drug offences",1995,"Recorded",1742,NA
"3908","Southern District","Total Scene","Illicit drug offences",1996,"Recorded",1986,NA
"3909","Southern District","Total Scene","Illicit drug offences",1997,"Recorded",2031,NA
"3910","Southern District","Total Scene","Illicit drug offences",1998,"Recorded",2319,NA
"3911","Southern District","Total Scene","Illicit drug offences",1999,"Recorded",1852,NA
"3912","Southern District","Total Scene","Illicit drug offences",2000,"Recorded",1654,NA
"3913","Southern District","Total Scene","Illicit drug offences",2001,"Recorded",1621,NA
"3914","Southern District","Total Scene","Illicit drug offences",2002,"Recorded",1979,NA
"3915","Southern District","Total Scene","Illicit drug offences",2003,"Recorded",2088,NA
"3916","Southern District","Total Scene","Illicit drug offences",2004,"Recorded",1540,NA
"3917","Southern District","Total Scene","Illicit drug offences",2005,"Recorded",1715,NA
"3918","Southern District","Total Scene","Illicit drug offences",2006,"Recorded",1426,NA
"3919","Southern District","Total Scene","Illicit drug offences",2007,"Recorded",1375,NA
"3920","Southern District","Total Scene","Illicit drug offences",2008,"Recorded",1577,NA
"3921","Southern District","Total Scene","Illicit drug offences",2009,"Recorded",1818,NA
"3922","Southern District","Total Scene","Illicit drug offences",2010,"Recorded",1856,NA
"3923","Southern District","Total Scene","Illicit drug offences",2011,"Recorded",1242,NA
"3924","Southern District","Total Scene","Illicit drug offences",2012,"Recorded",1144,NA
"3925","Southern District","Total Scene","Illicit drug offences",2013,"Recorded",935,NA
"3926","Southern District","Total Scene","Illicit drug offences",2014,"Recorded",822,NA
"3927","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1994,"Recorded",505,NA
"3928","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1995,"Recorded",441,NA
"3929","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1996,"Recorded",594,NA
"3930","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1997,"Recorded",586,NA
"3931","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1998,"Recorded",515,NA
"3932","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",1999,"Recorded",449,NA
"3933","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2000,"Recorded",371,NA
"3934","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2001,"Recorded",367,NA
"3935","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2002,"Recorded",420,NA
"3936","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2003,"Recorded",449,NA
"3937","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2004,"Recorded",387,NA
"3938","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2005,"Recorded",469,NA
"3939","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2006,"Recorded",520,NA
"3940","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2007,"Recorded",488,NA
"3941","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2008,"Recorded",517,NA
"3942","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2009,"Recorded",532,NA
"3943","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2010,"Recorded",505,NA
"3944","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2011,"Recorded",450,NA
"3945","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2012,"Recorded",372,NA
"3946","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2013,"Recorded",358,NA
"3947","Southern District","Total Scene","Prohibited and regulated weapons and explosives offences",2014,"Recorded",373,NA
"3948","Southern District","Total Scene","Property damage and environmental pollution",1994,"Recorded",5025,NA
"3949","Southern District","Total Scene","Property damage and environmental pollution",1995,"Recorded",5213,NA
"3950","Southern District","Total Scene","Property damage and environmental pollution",1996,"Recorded",4897,NA
"3951","Southern District","Total Scene","Property damage and environmental pollution",1997,"Recorded",5047,NA
"3952","Southern District","Total Scene","Property damage and environmental pollution",1998,"Recorded",4860,NA
"3953","Southern District","Total Scene","Property damage and environmental pollution",1999,"Recorded",4784,NA
"3954","Southern District","Total Scene","Property damage and environmental pollution",2000,"Recorded",4882,NA
"3955","Southern District","Total Scene","Property damage and environmental pollution",2001,"Recorded",5098,NA
"3956","Southern District","Total Scene","Property damage and environmental pollution",2002,"Recorded",5529,NA
"3957","Southern District","Total Scene","Property damage and environmental pollution",2003,"Recorded",5807,NA
"3958","Southern District","Total Scene","Property damage and environmental pollution",2004,"Recorded",5249,NA
"3959","Southern District","Total Scene","Property damage and environmental pollution",2005,"Recorded",5936,NA
"3960","Southern District","Total Scene","Property damage and environmental pollution",2006,"Recorded",6076,NA
"3961","Southern District","Total Scene","Property damage and environmental pollution",2007,"Recorded",6172,NA
"3962","Southern District","Total Scene","Property damage and environmental pollution",2008,"Recorded",6135,NA
"3963","Southern District","Total Scene","Property damage and environmental pollution",2009,"Recorded",5942,NA
"3964","Southern District","Total Scene","Property damage and environmental pollution",2010,"Recorded",5226,NA
"3965","Southern District","Total Scene","Property damage and environmental pollution",2011,"Recorded",4577,NA
"3966","Southern District","Total Scene","Property damage and environmental pollution",2012,"Recorded",4328,NA
"3967","Southern District","Total Scene","Property damage and environmental pollution",2013,"Recorded",3783,NA
"3968","Southern District","Total Scene","Property damage and environmental pollution",2014,"Recorded",3195,NA
"3969","Southern District","Total Scene","Public order offences",1994,"Recorded",4050,NA
"3970","Southern District","Total Scene","Public order offences",1995,"Recorded",3867,NA
"3971","Southern District","Total Scene","Public order offences",1996,"Recorded",4212,NA
"3972","Southern District","Total Scene","Public order offences",1997,"Recorded",4024,NA
"3973","Southern District","Total Scene","Public order offences",1998,"Recorded",3922,NA
"3974","Southern District","Total Scene","Public order offences",1999,"Recorded",3663,NA
"3975","Southern District","Total Scene","Public order offences",2000,"Recorded",2916,NA
"3976","Southern District","Total Scene","Public order offences",2001,"Recorded",2923,NA
"3977","Southern District","Total Scene","Public order offences",2002,"Recorded",3596,NA
"3978","Southern District","Total Scene","Public order offences",2003,"Recorded",4195,NA
"3979","Southern District","Total Scene","Public order offences",2004,"Recorded",4260,NA
"3980","Southern District","Total Scene","Public order offences",2005,"Recorded",3894,NA
"3981","Southern District","Total Scene","Public order offences",2006,"Recorded",3940,NA
"3982","Southern District","Total Scene","Public order offences",2007,"Recorded",3901,NA
"3983","Southern District","Total Scene","Public order offences",2008,"Recorded",3453,NA
"3984","Southern District","Total Scene","Public order offences",2009,"Recorded",3472,NA
"3985","Southern District","Total Scene","Public order offences",2010,"Recorded",3295,NA
"3986","Southern District","Total Scene","Public order offences",2011,"Recorded",2950,NA
"3987","Southern District","Total Scene","Public order offences",2012,"Recorded",2878,NA
"3988","Southern District","Total Scene","Public order offences",2013,"Recorded",2467,NA
"3989","Southern District","Total Scene","Public order offences",2014,"Recorded",2119,NA
"3990","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1994,"Recorded",638,NA
"3991","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1995,"Recorded",710,NA
"3992","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1996,"Recorded",769,NA
"3993","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1997,"Recorded",761,NA
"3994","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1998,"Recorded",1057,NA
"3995","Southern District","Total Scene","Offences against justice procedures, government security and government operations",1999,"Recorded",944,NA
"3996","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2000,"Recorded",908,NA
"3997","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2001,"Recorded",957,NA
"3998","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2002,"Recorded",1067,NA
"3999","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2003,"Recorded",1142,NA
"4000","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2004,"Recorded",1265,NA
"4001","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2005,"Recorded",1276,NA
"4002","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2006,"Recorded",1324,NA
"4003","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2007,"Recorded",1594,NA
"4004","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2008,"Recorded",1191,NA
"4005","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2009,"Recorded",1111,NA
"4006","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2010,"Recorded",1009,NA
"4007","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2011,"Recorded",816,NA
"4008","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2012,"Recorded",753,NA
"4009","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2013,"Recorded",780,NA
"4010","Southern District","Total Scene","Offences against justice procedures, government security and government operations",2014,"Recorded",795,NA
"4011","Southern District","Total Scene","Miscellaneous offences",1994,"Recorded",239,NA
"4012","Southern District","Total Scene","Miscellaneous offences",1995,"Recorded",194,NA
"4013","Southern District","Total Scene","Miscellaneous offences",1996,"Recorded",317,NA
"4014","Southern District","Total Scene","Miscellaneous offences",1997,"Recorded",291,NA
"4015","Southern District","Total Scene","Miscellaneous offences",1998,"Recorded",307,NA
"4016","Southern District","Total Scene","Miscellaneous offences",1999,"Recorded",255,NA
"4017","Southern District","Total Scene","Miscellaneous offences",2000,"Recorded",203,NA
"4018","Southern District","Total Scene","Miscellaneous offences",2001,"Recorded",162,NA
"4019","Southern District","Total Scene","Miscellaneous offences",2002,"Recorded",192,NA
"4020","Southern District","Total Scene","Miscellaneous offences",2003,"Recorded",406,NA
"4021","Southern District","Total Scene","Miscellaneous offences",2004,"Recorded",190,NA
"4022","Southern District","Total Scene","Miscellaneous offences",2005,"Recorded",158,NA
"4023","Southern District","Total Scene","Miscellaneous offences",2006,"Recorded",123,NA
"4024","Southern District","Total Scene","Miscellaneous offences",2007,"Recorded",108,NA
"4025","Southern District","Total Scene","Miscellaneous offences",2008,"Recorded",120,NA
"4026","Southern District","Total Scene","Miscellaneous offences",2009,"Recorded",133,NA
"4027","Southern District","Total Scene","Miscellaneous offences",2010,"Recorded",128,NA
"4028","Southern District","Total Scene","Miscellaneous offences",2011,"Recorded",126,NA
"4029","Southern District","Total Scene","Miscellaneous offences",2012,"Recorded",112,NA
"4030","Southern District","Total Scene","Miscellaneous offences",2013,"Recorded",126,NA
"4031","Southern District","Total Scene","Miscellaneous offences",2014,"Recorded",123,NA
"4032","Total New Zealand","Total Scene","Total Offences",1994,"Recorded",447525,NA
"4033","Total New Zealand","Total Scene","Total Offences",1995,"Recorded",465052,NA
"4034","Total New Zealand","Total Scene","Total Offences",1996,"Recorded",477596,NA
"4035","Total New Zealand","Total Scene","Total Offences",1997,"Recorded",473547,NA
"4036","Total New Zealand","Total Scene","Total Offences",1998,"Recorded",461677,NA
"4037","Total New Zealand","Total Scene","Total Offences",1999,"Recorded",438074,NA
"4038","Total New Zealand","Total Scene","Total Offences",2000,"Recorded",427230,NA
"4039","Total New Zealand","Total Scene","Total Offences",2001,"Recorded",426526,NA
"4040","Total New Zealand","Total Scene","Total Offences",2002,"Recorded",440129,NA
"4041","Total New Zealand","Total Scene","Total Offences",2003,"Recorded",442489,NA
"4042","Total New Zealand","Total Scene","Total Offences",2004,"Recorded",406363,NA
"4043","Total New Zealand","Total Scene","Total Offences",2005,"Recorded",407496,NA
"4044","Total New Zealand","Total Scene","Total Offences",2006,"Recorded",424137,NA
"4045","Total New Zealand","Total Scene","Total Offences",2007,"Recorded",426384,NA
"4046","Total New Zealand","Total Scene","Total Offences",2008,"Recorded",431383,NA
"4047","Total New Zealand","Total Scene","Total Offences",2009,"Recorded",451405,NA
"4048","Total New Zealand","Total Scene","Total Offences",2010,"Recorded",426345,NA
"4049","Total New Zealand","Total Scene","Total Offences",2011,"Recorded",406056,NA
"4050","Total New Zealand","Total Scene","Total Offences",2012,"Recorded",376013,NA
"4051","Total New Zealand","Total Scene","Total Offences",2013,"Recorded",360411,NA
"4052","Total New Zealand","Total Scene","Total Offences",2014,"Recorded",350389,NA
"4053","Total New Zealand","Total Scene","Homicide and related offences",1994,"Recorded",123,NA
"4054","Total New Zealand","Total Scene","Homicide and related offences",1995,"Recorded",98,NA
"4055","Total New Zealand","Total Scene","Homicide and related offences",1996,"Recorded",109,NA
"4056","Total New Zealand","Total Scene","Homicide and related offences",1997,"Recorded",150,NA
"4057","Total New Zealand","Total Scene","Homicide and related offences",1998,"Recorded",98,NA
"4058","Total New Zealand","Total Scene","Homicide and related offences",1999,"Recorded",94,NA
"4059","Total New Zealand","Total Scene","Homicide and related offences",2000,"Recorded",98,NA
"4060","Total New Zealand","Total Scene","Homicide and related offences",2001,"Recorded",93,NA
"4061","Total New Zealand","Total Scene","Homicide and related offences",2002,"Recorded",121,NA
"4062","Total New Zealand","Total Scene","Homicide and related offences",2003,"Recorded",101,NA
"4063","Total New Zealand","Total Scene","Homicide and related offences",2004,"Recorded",86,NA
"4064","Total New Zealand","Total Scene","Homicide and related offences",2005,"Recorded",103,NA
"4065","Total New Zealand","Total Scene","Homicide and related offences",2006,"Recorded",98,NA
"4066","Total New Zealand","Total Scene","Homicide and related offences",2007,"Recorded",91,NA
"4067","Total New Zealand","Total Scene","Homicide and related offences",2008,"Recorded",102,NA
"4068","Total New Zealand","Total Scene","Homicide and related offences",2009,"Recorded",127,NA
"4069","Total New Zealand","Total Scene","Homicide and related offences",2010,"Recorded",97,NA
"4070","Total New Zealand","Total Scene","Homicide and related offences",2011,"Recorded",83,NA
"4071","Total New Zealand","Total Scene","Homicide and related offences",2012,"Recorded",68,NA
"4072","Total New Zealand","Total Scene","Homicide and related offences",2013,"Recorded",83,NA
"4073","Total New Zealand","Total Scene","Homicide and related offences",2014,"Recorded",66,NA
"4074","Total New Zealand","Total Scene","Acts intended to cause injury",1994,"Recorded",30159,NA
"4075","Total New Zealand","Total Scene","Acts intended to cause injury",1995,"Recorded",30976,NA
"4076","Total New Zealand","Total Scene","Acts intended to cause injury",1996,"Recorded",30554,NA
"4077","Total New Zealand","Total Scene","Acts intended to cause injury",1997,"Recorded",29762,NA
"4078","Total New Zealand","Total Scene","Acts intended to cause injury",1998,"Recorded",29773,NA
"4079","Total New Zealand","Total Scene","Acts intended to cause injury",1999,"Recorded",29187,NA
"4080","Total New Zealand","Total Scene","Acts intended to cause injury",2000,"Recorded",30177,NA
"4081","Total New Zealand","Total Scene","Acts intended to cause injury",2001,"Recorded",31462,NA
"4082","Total New Zealand","Total Scene","Acts intended to cause injury",2002,"Recorded",31812,NA
"4083","Total New Zealand","Total Scene","Acts intended to cause injury",2003,"Recorded",31691,NA
"4084","Total New Zealand","Total Scene","Acts intended to cause injury",2004,"Recorded",31827,NA
"4085","Total New Zealand","Total Scene","Acts intended to cause injury",2005,"Recorded",33469,NA
"4086","Total New Zealand","Total Scene","Acts intended to cause injury",2006,"Recorded",34545,NA
"4087","Total New Zealand","Total Scene","Acts intended to cause injury",2007,"Recorded",39475,NA
"4088","Total New Zealand","Total Scene","Acts intended to cause injury",2008,"Recorded",42035,NA
"4089","Total New Zealand","Total Scene","Acts intended to cause injury",2009,"Recorded",45375,NA
"4090","Total New Zealand","Total Scene","Acts intended to cause injury",2010,"Recorded",44515,NA
"4091","Total New Zealand","Total Scene","Acts intended to cause injury",2011,"Recorded",42278,NA
"4092","Total New Zealand","Total Scene","Acts intended to cause injury",2012,"Recorded",40851,NA
"4093","Total New Zealand","Total Scene","Acts intended to cause injury",2013,"Recorded",39447,NA
"4094","Total New Zealand","Total Scene","Acts intended to cause injury",2014,"Recorded",39944,NA
"4095","Total New Zealand","Total Scene","Sexual assault and related offences",1994,"Recorded",2633,NA
"4096","Total New Zealand","Total Scene","Sexual assault and related offences",1995,"Recorded",2575,NA
"4097","Total New Zealand","Total Scene","Sexual assault and related offences",1996,"Recorded",2783,NA
"4098","Total New Zealand","Total Scene","Sexual assault and related offences",1997,"Recorded",2281,NA
"4099","Total New Zealand","Total Scene","Sexual assault and related offences",1998,"Recorded",2348,NA
"4100","Total New Zealand","Total Scene","Sexual assault and related offences",1999,"Recorded",2189,NA
"4101","Total New Zealand","Total Scene","Sexual assault and related offences",2000,"Recorded",2403,NA
"4102","Total New Zealand","Total Scene","Sexual assault and related offences",2001,"Recorded",2334,NA
"4103","Total New Zealand","Total Scene","Sexual assault and related offences",2002,"Recorded",2704,NA
"4104","Total New Zealand","Total Scene","Sexual assault and related offences",2003,"Recorded",2458,NA
"4105","Total New Zealand","Total Scene","Sexual assault and related offences",2004,"Recorded",2395,NA
"4106","Total New Zealand","Total Scene","Sexual assault and related offences",2005,"Recorded",2465,NA
"4107","Total New Zealand","Total Scene","Sexual assault and related offences",2006,"Recorded",2838,NA
"4108","Total New Zealand","Total Scene","Sexual assault and related offences",2007,"Recorded",2831,NA
"4109","Total New Zealand","Total Scene","Sexual assault and related offences",2008,"Recorded",2795,NA
"4110","Total New Zealand","Total Scene","Sexual assault and related offences",2009,"Recorded",2912,NA
"4111","Total New Zealand","Total Scene","Sexual assault and related offences",2010,"Recorded",3016,NA
"4112","Total New Zealand","Total Scene","Sexual assault and related offences",2011,"Recorded",3466,NA
"4113","Total New Zealand","Total Scene","Sexual assault and related offences",2012,"Recorded",3512,NA
"4114","Total New Zealand","Total Scene","Sexual assault and related offences",2013,"Recorded",3919,NA
"4115","Total New Zealand","Total Scene","Sexual assault and related offences",2014,"Recorded",4056,NA
"4116","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1994,"Recorded",1353,NA
"4117","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1995,"Recorded",1345,NA
"4118","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1996,"Recorded",1359,NA
"4119","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1997,"Recorded",1093,NA
"4120","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1998,"Recorded",933,NA
"4121","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",1999,"Recorded",768,NA
"4122","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2000,"Recorded",768,NA
"4123","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2001,"Recorded",892,NA
"4124","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2002,"Recorded",889,NA
"4125","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2003,"Recorded",1036,NA
"4126","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2004,"Recorded",828,NA
"4127","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2005,"Recorded",645,NA
"4128","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2006,"Recorded",752,NA
"4129","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2007,"Recorded",752,NA
"4130","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2008,"Recorded",785,NA
"4131","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2009,"Recorded",749,NA
"4132","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2010,"Recorded",859,NA
"4133","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2011,"Recorded",979,NA
"4134","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2012,"Recorded",1022,NA
"4135","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2013,"Recorded",787,NA
"4136","Total New Zealand","Total Scene","Dangerous or negligent acts endangering persons",2014,"Recorded",737,NA
"4137","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1994,"Recorded",8944,NA
"4138","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1995,"Recorded",9071,NA
"4139","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1996,"Recorded",9303,NA
"4140","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1997,"Recorded",9611,NA
"4141","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1998,"Recorded",9207,NA
"4142","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",1999,"Recorded",9235,NA
"4143","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2000,"Recorded",10151,NA
"4144","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2001,"Recorded",11193,NA
"4145","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2002,"Recorded",10876,NA
"4146","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2003,"Recorded",11213,NA
"4147","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2004,"Recorded",10966,NA
"4148","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2005,"Recorded",11143,NA
"4149","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2006,"Recorded",10757,NA
"4150","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2007,"Recorded",12416,NA
"4151","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2008,"Recorded",12719,NA
"4152","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2009,"Recorded",14473,NA
"4153","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2010,"Recorded",14157,NA
"4154","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2011,"Recorded",12947,NA
"4155","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2012,"Recorded",12476,NA
"4156","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2013,"Recorded",13763,NA
"4157","Total New Zealand","Total Scene","Abduction, harassment and other related offences against a person",2014,"Recorded",15024,NA
"4158","Total New Zealand","Total Scene","Robbery, extortion and related offences",1994,"Recorded",1797,NA
"4159","Total New Zealand","Total Scene","Robbery, extortion and related offences",1995,"Recorded",2022,NA
"4160","Total New Zealand","Total Scene","Robbery, extortion and related offences",1996,"Recorded",2039,NA
"4161","Total New Zealand","Total Scene","Robbery, extortion and related offences",1997,"Recorded",2264,NA
"4162","Total New Zealand","Total Scene","Robbery, extortion and related offences",1998,"Recorded",2201,NA
"4163","Total New Zealand","Total Scene","Robbery, extortion and related offences",1999,"Recorded",1778,NA
"4164","Total New Zealand","Total Scene","Robbery, extortion and related offences",2000,"Recorded",1977,NA
"4165","Total New Zealand","Total Scene","Robbery, extortion and related offences",2001,"Recorded",1877,NA
"4166","Total New Zealand","Total Scene","Robbery, extortion and related offences",2002,"Recorded",2125,NA
"4167","Total New Zealand","Total Scene","Robbery, extortion and related offences",2003,"Recorded",2235,NA
"4168","Total New Zealand","Total Scene","Robbery, extortion and related offences",2004,"Recorded",2212,NA
"4169","Total New Zealand","Total Scene","Robbery, extortion and related offences",2005,"Recorded",2442,NA
"4170","Total New Zealand","Total Scene","Robbery, extortion and related offences",2006,"Recorded",3060,NA
"4171","Total New Zealand","Total Scene","Robbery, extortion and related offences",2007,"Recorded",2894,NA
"4172","Total New Zealand","Total Scene","Robbery, extortion and related offences",2008,"Recorded",2826,NA
"4173","Total New Zealand","Total Scene","Robbery, extortion and related offences",2009,"Recorded",2828,NA
"4174","Total New Zealand","Total Scene","Robbery, extortion and related offences",2010,"Recorded",2641,NA
"4175","Total New Zealand","Total Scene","Robbery, extortion and related offences",2011,"Recorded",2447,NA
"4176","Total New Zealand","Total Scene","Robbery, extortion and related offences",2012,"Recorded",2199,NA
"4177","Total New Zealand","Total Scene","Robbery, extortion and related offences",2013,"Recorded",2178,NA
"4178","Total New Zealand","Total Scene","Robbery, extortion and related offences",2014,"Recorded",2140,NA
"4179","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1994,"Recorded",78250,NA
"4180","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1995,"Recorded",77961,NA
"4181","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1996,"Recorded",80773,NA
"4182","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1997,"Recorded",80769,NA
"4183","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1998,"Recorded",78550,NA
"4184","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",1999,"Recorded",74274,NA
"4185","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2000,"Recorded",66267,NA
"4186","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2001,"Recorded",60148,NA
"4187","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2002,"Recorded",60184,NA
"4188","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2003,"Recorded",61423,NA
"4189","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2004,"Recorded",57476,NA
"4190","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2005,"Recorded",57923,NA
"4191","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2006,"Recorded",61437,NA
"4192","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2007,"Recorded",58230,NA
"4193","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2008,"Recorded",59326,NA
"4194","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2009,"Recorded",61405,NA
"4195","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2010,"Recorded",59323,NA
"4196","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2011,"Recorded",59518,NA
"4197","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2012,"Recorded",52937,NA
"4198","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2013,"Recorded",52247,NA
"4199","Total New Zealand","Total Scene","Unlawful entry with intent/burglary, break and enter",2014,"Recorded",53265,NA
"4200","Total New Zealand","Total Scene","Theft and related offences",1994,"Recorded",174504,NA
"4201","Total New Zealand","Total Scene","Theft and related offences",1995,"Recorded",182818,NA
"4202","Total New Zealand","Total Scene","Theft and related offences",1996,"Recorded",185725,NA
"4203","Total New Zealand","Total Scene","Theft and related offences",1997,"Recorded",182786,NA
"4204","Total New Zealand","Total Scene","Theft and related offences",1998,"Recorded",177638,NA
"4205","Total New Zealand","Total Scene","Theft and related offences",1999,"Recorded",165057,NA
"4206","Total New Zealand","Total Scene","Theft and related offences",2000,"Recorded",158454,NA
"4207","Total New Zealand","Total Scene","Theft and related offences",2001,"Recorded",158856,NA
"4208","Total New Zealand","Total Scene","Theft and related offences",2002,"Recorded",165597,NA
"4209","Total New Zealand","Total Scene","Theft and related offences",2003,"Recorded",164929,NA
"4210","Total New Zealand","Total Scene","Theft and related offences",2004,"Recorded",148151,NA
